1,000000000000000000e+00;7,454999999999998836e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;-1,647590242724212585e+06;7,454999999999998836e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,565902427242127887e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;7,454999999999998836e+05;-1,640272522047803039e+06;7,454999999999998836e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,492725220478033298e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;7,454999999999998836e+05;-1,640272522047803039e+06;7,454999999999998836e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,492725220478033298e+05;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;7,454999999999998836e+05;-8,947725220478032716e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,492725220478033298e+05;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;1,565902427242127887e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;-7,550902427242128178e+05;5,985000000000000000e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;1,492725220478033298e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;5,985000000000000000e+05;-1,346272522047803272e+06;5,985000000000000000e+05;0,000000000000000000e+00;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,492725220478033298e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;5,985000000000000000e+05;-1,346272522047803272e+06;5,985000000000000000e+05;0,000000000000000000e+00
0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;1,492725220478033298e+05;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;5,985000000000000000e+05;-1,346272522047803272e+06;5,985000000000000000e+05
0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;0,000000000000000000e+00;5,985000000000000000e+05;-5,985000000000000000e+05
